,log2fold,pval_adj
CNN2,2.0296294689178467,1.0
GABARAPL2,1.9234071969985962,1.0
ZAP70,1.6340521574020386,1.0
LINC00861,1.51473069190979,1.0
CCSER2,1.8179607391357422,1.0
PPDPF,0.9301258325576782,1.0
STK17B,1.4013915061950684,1.0
SYNE2,1.4121341705322266,1.0
AZI2,2.4536921977996826,1.0
BRK1,1.4703319072723389,1.0
CCNC,2.3486480712890625,1.0
SSB,1.8112796545028687,1.0
POLR2K,2.0704150199890137,1.0
PHACTR2,1.3551677465438843,1.0
SSBP1,1.417317271232605,1.0
SEC24B,1.9184319972991943,1.0
RABGAP1L,1.1701726913452148,1.0
CNTRL,1.5911240577697754,1.0
PIM3,3.2745606899261475,1.0
EMB,1.2041945457458496,1.0
CCDC90B,2.7953591346740723,1.0
CASP3,2.103057622909546,1.0
SLC38A2,1.3854548931121826,1.0
RPS6KA5,1.4099359512329102,1.0
MAP3K5,1.5311918258666992,1.0
MDH1,1.9885106086730957,1.0
PDCD4,0.8558117151260376,1.0
RNF146,2.071479558944702,1.0
APAF1,4.227827072143555,1.0
CDKN1B,0.9682902097702026,1.0
ATP6V1F,1.619065761566162,1.0
TAP2,1.8673264980316162,1.0
C9orf78,0.9934706687927246,1.0
LMO4,1.879224181175232,1.0
CSGALNACT2,1.8365274667739868,1.0
UQCRH,1.1062134504318237,1.0
TRBV6-4,2.835543632507324,1.0
ALG13,1.4075371026992798,1.0
DECR1,1.277802586555481,1.0
YAF2,1.4849454164505005,1.0
TNFRSF1B,1.519478440284729,1.0
TRAM1,1.0128939151763916,1.0
AP3B1,1.7418394088745117,1.0
RFX3,1.7201833724975586,1.0
XPO1,1.6330984830856323,1.0
RRBP1,2.0755233764648438,1.0
FAF1,1.2191940546035767,1.0
RHBDD2,2.918579578399658,1.0
DICER1,2.918579578399658,1.0
EIF4G3,1.2020552158355713,1.0
SEMA4D,1.2492982149124146,1.0
CMPK1,1.111681342124939,1.0
G3BP1,1.642653226852417,1.0
IFNAR2,1.7692326307296753,1.0
CDC42,0.8006137609481812,1.0
RNPC3,2.071150779724121,1.0
TXNDC11,28.028181076049805,1.0
TCHP,27.849584579467773,1.0
TERF2IP,0.880463182926178,1.0
LCP2,0.8559516668319702,1.0
C17orf49,1.2342826128005981,1.0
MT-ND5,0.3626580238342285,1.0
CAMK4,0.8186708688735962,1.0
MAP2K1,2.0352084636688232,1.0
LAMP2,1.9446521997451782,1.0
SPPL3,1.5214691162109375,1.0
MBNL1,0.650855541229248,1.0
CRYBG1,1.1627198457717896,1.0
INO80D,1.484169602394104,1.0
LMAN1,1.3525724411010742,1.0
ANXA5,0.9438017010688782,1.0
ZBTB20,1.108627200126648,1.0
BBX,1.0442249774932861,1.0
LSM8,1.1867002248764038,1.0
RPL7,0.7562173008918762,1.0
RANBP2,1.7939823865890503,1.0
MICOS10,0.8878113627433777,1.0
MYBL1,1.0200397968292236,1.0
IRF2BP2,1.8096240758895874,1.0
DRG1,1.8096240758895874,1.0
HECTD1,1.8096240758895874,1.0
STIM2,1.0355440378189087,1.0
RBCK1,1.2342826128005981,1.0
SFXN1,2.4729392528533936,1.0
IRAK1,2.650172233581543,1.0
SLFN5,1.0304499864578247,1.0
HSD17B12,2.4729392528533936,1.0
SNX25,1.7767702341079712,1.0
EPB41,0.9072993993759155,1.0
SLAMF1,1.058794379234314,1.0
IFNGR1,0.7266584634780884,1.0
CSNK1A1,1.019193172454834,1.0
TGOLN2,1.0635143518447876,1.0
TRAT1,0.9558946490287781,1.0
PRMT2,0.9803785085678101,1.0
HOXB2,2.3196167945861816,1.0
TRGV10,2.800015687942505,1.0
AL499604.1,1.4454665184020996,1.0
SLC2A3,1.076155185699463,1.0
DPY19L1,1.3973674774169922,1.0
SYNRG,0.8653858304023743,1.0
ANXA2R,1.51768958568573,1.0
LINC00892,1.519478440284729,1.0
NLRC3,2.3196167945861816,1.0
COX14,1.440179705619812,1.0
C12orf73,2.3196167945861816,1.0
TRA2A,1.4219961166381836,1.0
SNRPA1,1.4030410051345825,1.0
RBKS,4.26309061050415,1.0
AC087239.1,1.3709198236465454,1.0
REL,1.2061570882797241,1.0
CD82,3.932535409927368,1.0
TSPYL2,0.9981687664985657,1.0
ACSF3,3.8156087398529053,1.0
DCAF6,3.8156087398529053,1.0
CRTAP,2.207733392715454,1.0
ASH1L,1.1871241331100464,1.0
REEP3,1.44967782497406,1.0
ABHD12,3.6370112895965576,1.0
SLTM,1.44967782497406,1.0
PCID2,1.6247872114181519,1.0
SLC26A3,1.6674838066101074,1.0
USP9Y,1.6674838066101074,1.0
TDG,1.6674838066101074,1.0
PCED1B,1.366139531135559,1.0
SHOC2,1.4075371026992798,1.0
SPATA13,0.9693557024002075,1.0
ABCB1,1.4116002321243286,1.0
PDIA4,1.3146010637283325,1.0
SRPRA,1.3256326913833618,1.0
NCK1,1.114092469215393,1.0
AUTS2,1.427477240562439,1.0
LUC7L3,0.9117875695228577,1.0
ILF2,1.0096054077148438,1.0
ZCCHC7,1.3558316230773926,1.0
RFC1,1.1519250869750977,1.0
OSTF1,0.569570004940033,1.0
UBAC2,0.9809412956237793,1.0
RABGEF1,1.6155388355255127,1.0
TRAV19,3.6350021362304688,1.0
CDV3,0.9965907335281372,1.0
ATF6B,1.8281220197677612,1.0
WARS2,2.0438568592071533,1.0
STAT4,0.564812421798706,1.0
CLK3,1.5324556827545166,1.0
CD46,0.9004513025283813,1.0
ZFAND2A,2.1390388011932373,1.0
EOMES,1.3092130422592163,1.0
ACAP2,1.139693260192871,1.0
TNFSF8,1.5203946828842163,1.0
FBXL5,1.6492319107055664,1.0
BIRC2,1.2515925168991089,1.0
ITGB2,1.0488873720169067,1.0
NOL11,1.890534520149231,1.0
SLC10A3,1.890534520149231,1.0
TNIP3,2.2694194316864014,1.0
ANKRD17,1.2272034883499146,1.0
CDK17,1.218156337738037,1.0
CINP,1.9822196960449219,1.0
RCOR1,1.940495252609253,1.0
PHF20,0.8253072500228882,1.0
CCDC57,2.8016529083251953,1.0
IL12RB2,0.7331209182739258,1.0
PSMD1,1.8387105464935303,1.0
MED13L,2.8016529083251953,1.0
TMEM43,2.8016529083251953,1.0
SERPINB9,1.2898622751235962,1.0
NUP98,1.3899544477462769,1.0
USP34,0.7234293222427368,1.0
SCML4,0.8671232461929321,1.0
DUSP5,0.7870330810546875,1.0
XPA,2.6230554580688477,1.0
WDR48,2.6230554580688477,1.0
CHERP,2.6230554580688477,1.0
ORAI1,1.4697036743164062,1.0
KAT6A,1.5185514688491821,1.0
SLC25A16,2.6230554580688477,1.0
CCNH,0.6555940508842468,1.0
FUNDC2,1.4309128522872925,1.0
MLEC,1.4309128522872925,1.0
PTMS,1.8498085737228394,1.0
BCL2A1,1.903268814086914,1.0
BAZ2A,1.685388207435608,1.0
CCPG1,1.8498085737228394,1.0
PTMA,0.16726627945899963,1.0
PARP6,2.015242576599121,1.0
HPGD,1.5545170307159424,1.0
AL139807.1,2.423325300216675,1.0
AGK,2.423325300216675,1.0
AC243829.1,2.423325300216675,1.0
MALAT1,0.21896520256996155,1.0
ZNF512,2.423325300216675,1.0
TUBG1,27.495391845703125,1.0
OBSCN,27.495391845703125,1.0
ROCK1,0.8367504477500916,1.0
FXR2,27.495391845703125,1.0
GCLC,27.495391845703125,1.0
ATAD5,27.849584579467773,1.0
SPCS3,0.9164171814918518,1.0
KLRF1,28.028181076049805,1.0
BOLA1,27.495391845703125,1.0
SAMD9L,1.657225489616394,1.0
OXCT1,0.9694514274597168,1.0
RPL6,0.3679598271846771,1.0
VPS37A,2.244727849960327,1.0
FRMD8,2.244727849960327,1.0
C16orf58,2.244727849960327,1.0
TRAV12-3,2.472926616668701,1.0
FAM111A,1.3973674774169922,1.0
MRPS36,1.7078392505645752,1.0
BCL6,0.939667820930481,1.0
TMEM126A,1.7078392505645752,1.0
WDR20,1.7078392505645752,1.0
GATAD2A,1.3595513105392456,1.0
MAFF,1.5039031505584717,1.0
GOLGA4,1.097656011581421,1.0
TRERF1,1.2958847284317017,1.0
RAB8A,1.191300630569458,1.0
PSPC1,1.5039031505584717,1.0
ZC3H13,1.6819266080856323,1.0
GALC,1.3012300729751587,1.0
ZNF331,1.2849093675613403,1.0
GZMA,0.5781064033508301,1.0
RASSF1,1.705051302909851,1.0
CDC14A,0.769389271736145,1.0
TBL1XR1,1.5726401805877686,1.0
MGAT1,1.0585318803787231,1.0
DR1,1.0311940908432007,1.0
BDP1,1.000959038734436,1.0
FH,1.5545170307159424,1.0
NAP1L4,0.8504352569580078,1.0
NR3C2,1.6417421102523804,1.0
ODF2L,0.6695894002914429,1.0
DNAJC1,0.8028166890144348,1.0
PICALM,1.2091575860977173,1.0
KMT5B,2.2026901245117188,1.0
SERINC3,1.349426507949829,1.0
GABPB1,1.281856894493103,1.0
TRPC4AP,2.2026901245117188,1.0
PPIL3,2.2026901245117188,1.0
EDRF1,2.2026901245117188,1.0
AFF4,1.047964334487915,1.0
ANKHD1,1.0500808954238892,1.0
FUS,0.9469487071037292,1.0
