,log2fold,pval_adj
TRBV6-5,3.539560317993164,0.0001320663204820594
TRAV14DV4,2.9120960235595703,0.022606888582457844
TRAV21,2.297342300415039,0.16721419435567747
CST7,0.6314370632171631,0.5649248686874433
TRGV2,1.2748934030532837,0.8283636995220081
RPS27,0.16038046777248383,1.0
TRBC2,0.44545042514801025,1.0
PPP1R15A,0.3760417103767395,1.0
CCL4,0.9081049561500549,1.0
CDK11B,1.010565161705017,1.0
MT-ATP6,0.21109440922737122,1.0
TNFSF9,0.9427524209022522,1.0
IFNG,0.4469675123691559,1.0
CIRBP,0.3720991015434265,1.0
LINGO1,0.3457687497138977,1.0
RPS15,0.09115134924650192,1.0
EIF4B,0.5734438896179199,1.0
TRBV14,2.7078168392181396,1.0
SP110,0.6977319717407227,1.0
HSPE1,0.3218894898891449,1.0
TRBV20-1,1.3792122602462769,1.0
KLRD1,0.3680432140827179,1.0
MT-ND4,0.19045490026474,1.0
MT-CO2,0.11883082985877991,1.0
MT-ND5,0.21219536662101746,1.0
CDKN2AIP,1.091640591621399,1.0
HLA-E,0.21772222220897675,1.0
XCL2,0.6499965190887451,1.0
RPS4Y1,0.2681320011615753,1.0
TRAV16,2.2008559703826904,1.0
TRAV13-1,1.525665521621704,1.0
TENT2,0.9461725354194641,1.0
GBP2,0.5813995003700256,1.0
BTG1,0.22735506296157837,1.0
TRAV8-6,2.3372983932495117,1.0
PDE7B,0.791891872882843,1.0
RPL36AL,0.22078658640384674,1.0
CCL4L2,1.0531692504882812,1.0
SAMSN1,0.3025953471660614,1.0
SFXN1,0.8050175905227661,1.0
RASSF1,0.6528760194778442,1.0
GTPBP10,1.2526811361312866,1.0
ARHGEF1,0.5177770256996155,1.0
BCL2L13,1.464093804359436,1.0
UTP23,0.8163671493530273,1.0
ANP32B,0.3620545566082001,1.0
RPS29,0.10667251795530319,1.0
UBA6,1.0876089334487915,1.0
UTRN,0.37418514490127563,1.0
DOK2,0.3966436982154846,1.0
UBE2D3,0.22980660200119019,1.0
RSL24D1,0.39658084511756897,1.0
NR4A2,0.3125084936618805,1.0
CCDC186,0.5647853016853333,1.0
CDK12,0.6770501732826233,1.0
ATP6V0E1,0.3540104031562805,1.0
RBM10,1.3163870573043823,1.0
YLPM1,0.8780995607376099,1.0
PJA2,0.9146755337715149,1.0
ZNF430,0.7639710903167725,1.0
RPL28,0.07139652967453003,1.0
UBXN4,0.29371145367622375,1.0
TRBV11-2,2.3527908325195312,1.0
WASHC1,0.5805142521858215,1.0
DNAJB1,0.17647163569927216,1.0
ARID5B,0.5974274277687073,1.0
GPR108,1.1701695919036865,1.0
EEF1D,0.14177289605140686,1.0
SRSF6,0.5656794309616089,1.0
RIOK3,0.4679003655910492,1.0
MT-ND4L,0.1593191772699356,1.0
JUN,0.1071116030216217,1.0
PDCD4,0.22003084421157837,1.0
RPS23,0.0749472826719284,1.0
TIGIT,0.31264927983283997,1.0
WDR83OS,0.24437004327774048,1.0
NRXN3,0.2859783470630646,1.0
SERF2,0.11300104111433029,1.0
LINC01934,0.3183371126651764,1.0
C12orf57,0.22229723632335663,1.0
ARL4A,0.3650374114513397,1.0
RIN3,0.6061986088752747,1.0
TBC1D5,0.43907371163368225,1.0
ATP8B4,0.24669556319713593,1.0
PLEKHB2,0.9583069086074829,1.0
RNPS1,0.4421604871749878,1.0
SF1,0.271194189786911,1.0
RPL21,0.09737661480903625,1.0
SRSF10,0.2746458947658539,1.0
NTHL1,2.107184648513794,1.0
BMPR2,1.2946081161499023,1.0
GIT2,0.7966768145561218,1.0
MTIF3,0.6273211240768433,1.0
CNOT1,0.44242316484451294,1.0
DYRK1A,0.44701701402664185,1.0
DCXR,0.460164338350296,1.0
ZC3HAV1,0.21970513463020325,1.0
SLC38A2,0.2756362855434418,1.0
TRGV4,1.4366209506988525,1.0
PTPN6,0.5221354961395264,1.0
KIAA1328,0.8803917169570923,1.0
SLC25A38,0.7647803425788879,1.0
RPS20,0.16066047549247742,1.0
MT-ND2,0.14751586318016052,1.0
HECW2,0.6929895281791687,1.0
HSPA9,0.2771049439907074,1.0
SQSTM1,0.2500445544719696,1.0
NR3C1,0.1799623966217041,1.0
SLC25A6,0.1886507123708725,1.0
PRKAR1A,0.3585931062698364,1.0
BIRC2,0.38725829124450684,1.0
JMJD6,0.5409656763076782,1.0
TAB2,0.3566757142543793,1.0
DHX15,0.4918871223926544,1.0
SLC25A3,0.25024235248565674,1.0
RPL19,0.048879675567150116,1.0
RBM8A,0.18263955414295197,1.0
RPS19,0.08954291045665741,1.0
EIF1,0.10333868861198425,1.0
AZIN1,0.447727233171463,1.0
ETF1,0.41448017954826355,1.0
UQCRQ,0.22539514303207397,1.0
SRRT,0.3344193398952484,1.0
PCGF5,0.5483231544494629,1.0
TAF13,0.8685807585716248,1.0
SRSF7,0.17554110288619995,1.0
STOM,0.3683469891548157,1.0
SNHG3,0.4834052622318268,1.0
GIMAP4,0.6655107140541077,1.0
NDFIP2,0.3133975565433502,1.0
VCAM1,0.8472000956535339,1.0
RANGAP1,0.9484438300132751,1.0
TMEM230,0.37413522601127625,1.0
PRKRIP1,0.7263526320457458,1.0
FAM53B,1.0458974838256836,1.0
JAML,0.24552948772907257,1.0
ASAP1,0.3369499742984772,1.0
REXO2,0.7117078304290771,1.0
NEU1,0.25155413150787354,1.0
RPLP2,0.0736687183380127,1.0
VPS13B,0.34502917528152466,1.0
RIT1,1.003490686416626,1.0
HIST1H4J,1.099050760269165,1.0
EMG1,0.9702132940292358,1.0
ZNF528,2.087533950805664,1.0
DSCAM,0.10288064181804657,1.0
MCTP2,0.8845998644828796,1.0
WDR36,1.184720754623413,1.0
AC243829.4,1.8442684412002563,1.0
HSP90AB1,0.08029483258724213,1.0
TOR1AIP2,0.9673309326171875,1.0
BORCS7,0.5857056975364685,1.0
