standard_gene_names,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig,-log10_FDR
RPL10,8839,MRXS35,ENSG00000147403,0.008975372260267,1.4434898823931774e-169,1.5351514899251445e-165,330,1,164.8138487615599
RPS18,18068,D6S218E,ENSG00000231500,0.0087279532229284,4.797182531851815e-156,2.5509018113122027e-152,329,1,151.59330625782533
RPL8,10410,RPL8,ENSG00000161016,0.0076478418507953,1.9045836026797632e-147,6.751748871499761e-144,328,1,143.17058371948522
RPL10A,16845,UL1,ENSG00000198755,0.0073051557876169,2.0923502136614697e-116,4.4504289044579455e-113,320,1,112.35159813242059
RPL36A,18321,L36A,ENSG00000241343,0.0066274408239441,4.6859429047785616e-80,3.7091443263209605e-77,321,1,76.43072626753273
VIM,453,VIM,ENSG00000026025,0.0066182938255486,3.8954539859678686e-102,5.178519142596036e-99,319,1,98.28579441402798
S100A6,16620,CACY,ENSG00000197956,0.0063958199747116,6.560565198843602e-79,4.6514407259801135e-76,249,1,75.33241250895267
RPL13,11901,D16S444E,ENSG00000167526,0.0056392144750465,1.3006843732306784e-98,1.3832778309308265e-95,330,1,94.85909058321532
RPS25,4740,RPS25,ENSG00000118181,0.005560416558412,2.4707827881505927e-99,2.9196416613312842e-96,329,1,95.53467044788593
RPL30,9842,EL30,ENSG00000156482,0.0054975328346093,3.4914982747566365e-106,6.188680692006138e-103,330,1,102.20840192436441
RPS27,13986,ES27,ENSG00000177954,0.00530016792543,7.918446116145525e-51,3.238949017123371e-48,330,1,47.48959588797508
RPS4X,16645,CCG2,ENSG00000198034,0.0052678581440087,1.960952766220481e-86,1.7378943890629014e-83,330,1,82.759976618935
IFITM1,15374,DSPA2A,ENSG00000185885,0.0052625314110801,5.304255311479812e-51,2.350448134899492e-48,210,1,47.62884932753273
RPL14,15987,CTG-B33,ENSG00000188846,0.0051761820550022,1.109625799480335e-75,6.941688457337272e-73,329,1,72.15853488134387
RPS6,7313,ES6,ENSG00000137154,0.0050010333534069,1.0329859185358292e-71,5.782002759804497e-69,329,1,68.23792170537246
MT-ND2,16849,MT-ND2,ENSG00000198763,0.0048214041880358,1.513791609516188e-40,3.743993899349921e-38,321,1,37.42666486759441
MT-ND3,16890,MT-ND3,ENSG00000198840,0.0047524630120306,2.8848458883168973e-72,1.7044631123472335e-69,330,1,68.76841239324847
DOCK5,8851,DOCK5,ENSG00000147459,0.004669249885612,0.002596697859674,0.0477031863787351,9,1,1.3214526108868487
RPS20,233,US10,ENSG00000008988,0.0045903204966371,9.76619376464124e-44,2.7332492286041996e-41,214,1,40.563320765792675
ATP6V0C,15373,VMA3,ENSG00000185883,0.0044705735895555,2.3116467280781964e-35,4.916872590622324e-33,213,1,32.30831104530076
CFD,16564,ADIPSIN,ENSG00000197766,0.0044694766402244,0.00140183688382,0.0299245616972911,8,1,1.523972201952192
ACTB,1312,ACTB,ENSG00000075624,0.0044449590823867,1.4528210319746143e-68,7.725375837525013e-66,330,1,65.1120803830756
S100A10,16558,GP11,ENSG00000197747,0.0043842429712192,1.6387061562213409e-52,7.5772347701799825e-50,268,1,49.12048925652593
S100A4,16134,CAPL,ENSG00000196154,0.004259691978323,9.959984005131358e-47,3.310138434205375e-44,290,1,43.48015384309609
PSTPIP2,9372,MAYP,ENSG00000152229,0.0042108636010776,0.002597098722453,0.0477031863787351,11,1,1.3214526108868487
RPLP1,7435,LP1,ENSG00000137818,0.0042078969830816,4.840717743478609e-63,2.4514777715188096e-60,330,1,59.610572040313166
RPL7,8873,HUML7-1,ENSG00000147604,0.0041789796948432,4.3617827094613557e-38,9.664074815650316e-36,250,1,35.01483971656459
EEF1G,18676,EEF1G,ENSG00000254772,0.0041716238451336,5.7844565345113595e-43,1.537942381113208e-40,287,1,39.81305993503741
MT-CO1,16868,MT-CO1,ENSG00000198804,0.0041521197015588,6.885378665753245e-51,2.9290400844114305e-48,330,1,47.53327468488393
TIMP1,2635,TIMP,ENSG00000102265,0.00387662623463,0.0011138090910458,0.0248852094186392,29,1,1.6040587001489424
RPL39,16934,RPL39,ENSG00000198918,0.0038161185203176,8.010069450037311e-46,2.5814269273074792e-43,330,1,42.58814016405712
GRIP1,9778,FRASRS3,ENSG00000155974,0.0037938935889138,0.0011174557492924,0.0249143435927162,9,1,1.6035505505084395
RPL37,8599,L37,ENSG00000145592,0.0037820766821052,3.6456543471980856e-49,1.4359827400908015e-46,330,1,45.842850780099546
MT-CYB,16830,MT-CYB,ENSG00000198727,0.0037263926220519,3.874723988758076e-47,1.3292803103368434e-44,329,1,43.87638342808961
EEF1B2,4308,EEF1B1,ENSG00000114942,0.0037028413265943,1.3622022245377637e-52,6.585009389981416e-50,320,1,49.18144360141378
RPS23,15509,RPS23,ENSG00000186468,0.0037009724186546,2.5360336886307544e-44,7.289383318537317e-42,329,1,41.137309211419314
MT-ND5,16857,MT-ND5,ENSG00000198786,0.0036547338751734,1.2355881417148516e-47,4.693028531120516e-45,311,1,44.32854680549973
EEF2,11947,EF2,ENSG00000167658,0.0035623866679339,3.974532164190007e-38,8.993436077906536e-36,290,1,35.04607434780339
MT-ATP6,16923,MT-ATP6,ENSG00000198899,0.003512908811822,1.0935140985605935e-38,2.5281570517808505e-36,330,1,35.59719595072066
RPL17,19067,RPL17,ENSG00000265681,0.0034996751487625,1.9129270172218142e-18,2.608202413865896e-16,322,1,15.583658707490025
RPS3A,8584,FTE1,ENSG00000145425,0.0034977647165457,2.209949791181089e-47,8.104419320417547e-45,330,1,44.09127809678989
RPL28,3465,EL28,ENSG00000108107,0.0034715664206129,2.205091204053515e-43,6.013114091053623e-41,330,1,40.22090055590089
RPL34,3638,RPL34,ENSG00000109475,0.0034101631153713,4.405815567567338e-33,8.840726143599744e-31,330,1,30.053512062225973
RPS14,11199,RPS14,ENSG00000164587,0.003287779598883,7.630233103698745e-38,1.6560720215884927e-35,328,1,34.780920779931385
MT-CO3,16946,MT-CO3,ENSG00000198938,0.0032121919797546,7.746913262488094e-31,1.4712218311885869e-28,329,1,27.83232183930669
RPL38,13119,EL38,ENSG00000172809,0.0031929217812799,1.143928331960692e-32,2.2529032982225847e-30,321,1,29.647257449177026
RNASEK,17808,RNASEK,ENSG00000219200,0.0031818387344711,1.2411993148202243e-16,1.5529593780133045e-14,193,1,13.808839904307115
FTH1,12039,HFE5,ENSG00000167996,0.0031666544538277,9.448600368152236e-40,2.233019220339978e-37,325,1,36.65110753879526
RPS29,17593,US14,ENSG00000213741,0.0031454039549608,1.6087357317431162e-20,2.3436855489161695e-18,327,1,17.63010065781244
RPL29,10532,RPL29,ENSG00000162244,0.0031425531317548,3.1141607103713957e-34,6.36905752976919e-32,328,1,31.195924828246
RPS21,12910,HLDF,ENSG00000171858,0.0031203015008233,1.8114950820641128e-42,4.6988415116467895e-40,329,1,39.32800920315284
PRF1,14383,PRF1,ENSG00000180644,0.0030518297491402,3.9496790871732647e-10,3.2816278978193495e-08,87,1,7.483910664929908
RPL37A,16561,RPL37A,ENSG00000197756,0.0030242964291037,1.3904042325793412e-30,2.549473967841603e-28,312,1,27.593549418166194
ATP5F1E,5410,ATP5F1E,ENSG00000124172,0.0030091788813278,5.193170601452991e-27,8.496826053300393e-25,308,1,24.070743272516037
CSMD1,14801,CSMD1,ENSG00000183117,0.0030060776819785,0.0022074175842979,0.042298893709926,24,1,1.3736709910636673
RPS3,9061,US3,ENSG00000149273,0.0030059665441513,1.2049425528983942e-34,2.512659617661652e-32,330,1,31.59986633997233
SH3BGRL3,8155,TIP-B1,ENSG00000142669,0.0029760005540753,1.1626965243808676e-27,1.9627424661572263e-25,304,1,24.707136680972685
FAU,9132,FAU,ENSG00000149806,0.0029085264470439,1.4294817104444218e-29,2.5337563317627378e-27,329,1,26.59623515301184
TXN,7229,TRX80,ENSG00000136810,0.0028464767959091,4.841063452171985e-09,3.478696609043856e-07,91,1,6.458583446148544
RPS13,3766,RPS13,ENSG00000110700,0.0028421728444316,4.188077699780185e-30,7.549187514773265e-28,329,1,27.122099787024876
EI24,9097,EPG4,ENSG00000149547,0.0028173077319349,9.874468627553628e-05,0.0031441608938333,28,1,2.502495238231833
TNF,18099,TNF-ALPHA,ENSG00000232810,0.0027971898671239,4.476223718175916e-08,2.816842558745613e-06,64,1,5.550237426276147
RPL7A,8944,TRUP,ENSG00000148303,0.0027868709780953,2.801566712546074e-26,4.5143427254435604e-24,330,1,23.345405472702044
RPLP0,1813,RPLP0,ENSG00000089157,0.0027821645599145,1.412351169053983e-27,2.3469304192014232e-25,325,1,24.629499785989314
RPL3,2244,UL3,ENSG00000100316,0.0027045497162775,8.102279750613735e-29,1.4125859860291322e-26,330,1,25.84998510660843
GFER,5861,MPMCD,ENSG00000127554,0.0026951069012284,0.0017551094709171,0.0355448817354041,24,1,1.4492229264138516
TIMM10B,6463,FXC1,ENSG00000132286,0.0026879761463556,9.612682890712586e-05,0.0030979055315978,39,1,2.5089318298729166
LGALS3,6432,MAC2,ENSG00000131981,0.0026473795374234,3.990098991898909e-12,3.9658600727892427e-10,150,1,9.401662613047396
TGFBR3,1079,TGFBR3,ENSG00000069702,0.0026424927636981,0.000924149952498,0.0215062029427051,32,1,1.6674362603050727
NCBP3,1256,NCBP3,ENSG00000074356,0.0026398551900212,0.0002589082514895,0.0073622707342016,41,1,2.1329882162009626
RNF126,1109,RNF126,ENSG00000070423,0.0026298097389585,1.3075550735488563e-06,6.378829452840407e-05,68,1,4.195259009180541
MIF,18307,GLIF,ENSG00000240972,0.0025966510457812,3.7266680378514643e-22,5.743929649644975e-20,265,1,19.24079088787406
YBX1,952,EFI-A,ENSG00000065978,0.0025591579475526,9.645242442047776e-17,1.22115658775212e-14,271,1,13.913228643314437
SERF2,7821,H4F5REL,ENSG00000140264,0.0025561628894156,5.200300051905669e-18,7.000657095192e-16,301,1,15.154861194353925
C6orf226,17821,C6ORF226,ENSG00000221821,0.0025515939902376,0.0026196357192453,0.0479515075286991,27,1,1.3191977346642536
MT-ND1,16917,MT-ND1,ENSG00000198888,0.0025110560346324,1.702730239735916e-18,2.3517579350118787e-16,318,1,15.628607381957622
LYAR,8552,ZLYAR,ENSG00000145220,0.0024987040873033,7.025874688166265e-07,3.66329968162037e-05,83,1,4.43612755178308
RPL21,5175,L21,ENSG00000122026,0.0024919028575427,5.037326664804705e-22,7.545347757774373e-20,313,1,19.12232073921483
DDX5,3535,HLR1,ENSG00000108654,0.0024708436092725,3.689774633170506e-32,7.134682404321516e-30,323,1,29.1466253544513
MT-ND4,16915,MT-ND4,ENSG00000198886,0.0024563945853371,1.341349956628559e-15,1.6396846883614624e-13,317,1,12.785239658824535
ITM2B,7124,BRI2,ENSG00000136156,0.0024449111227571,3.5810628895223805e-14,4.0951186914054316e-12,274,1,11.38773350629052
THAP7,15069,THAP7,ENSG00000184436,0.0024381315006929,0.0002474756812399,0.0070940805120927,34,1,2.149103886943979
S100A11,10763,HEL-S-43,ENSG00000163191,0.0023827570652173,9.164890205790973e-08,5.506700979581186e-06,121,1,5.259108505585843
MRPL42,16639,L42MT,ENSG00000198015,0.0023625863617972,0.0024792348462262,0.046338598575775,38,1,1.3340571047715737
NIPA2,7815,NIPA2,ENSG00000140157,0.0023613232705328,0.0009978964836315,0.0227251158531504,36,1,1.6434938940573403
GABARAP,12548,ATG8A,ENSG00000170296,0.0023478837347174,1.6955269146617156e-08,1.1269955460892092e-06,166,1,5.948077800291694
NME2,18411,PUF,ENSG00000243678,0.0023373413151798,2.1835107687205346e-07,1.2286580436689356e-05,181,1,4.910568971801996
FXYD5,1827,FXYD5,ENSG00000089327,0.0023278143538647,4.8580217238827966e-12,4.783801947545698e-10,238,1,9.320226808716239
MRPL9,8282,L9MT,ENSG00000143436,0.0023121459409594,0.0009352517062773,0.021575709102515,40,1,1.6660349219511699
CD44,457,MDU2,ENSG00000026508,0.0023112871521522,3.486882205261884e-17,4.522316128409773e-15,252,1,14.344639081967404
DENND1A,4867,KIAA1608,ENSG00000119522,0.0023107252469876,0.001881355669252,0.0375801978751516,41,1,1.425040937490943
RPS15,4358,RPS15,ENSG00000115268,0.0022939026355743,2.971594421831801e-19,4.2706630643488106e-17,330,1,16.3695046910565
NDUFAB1,62,SDAP,ENSG00000004779,0.0022924949483173,0.0027071530824839,0.0491306707034409,41,1,1.308647307088155
ICAM2,3531,CD102,ENSG00000108622,0.0022805235901121,0.00064219560745,0.0159947313471466,59,1,1.79602305007388
TPT1,6622,TCTP,ENSG00000133112,0.0022663794683687,4.962876320965099e-22,7.540027096209117e-20,330,1,19.12262709342559
UNC119,3600,CORD24,ENSG00000109103,0.0022431846369396,9.789578398480546e-05,0.0031374206884261,55,1,2.5034272440015055
IMMP2L,15153,IMMP2L,ENSG00000184903,0.0022203895263373,4.394585869830149e-05,0.0015683362659611,80,1,2.8045608148695433
DNLZ,17537,DNLZ,ENSG00000213221,0.0022151575847105,0.0008262500052327,0.0196142160840411,55,1,1.7074290445152496
FAM204A,11461,FAM204A,ENSG00000165669,0.0021974271799944,1.559416084237255e-05,0.000605269710068,79,1,3.2180510592436935
CST7,1398,CMAP,ENSG00000077984,0.002179647416904,6.440163160267767e-09,4.535836768837596e-07,145,1,6.343342582789898
PSMG2,5992,PSMG2,ENSG00000128789,0.0021574989659711,0.0002402467141557,0.0069429994702341,64,1,2.158452867881055
MFNG,2160,MFNG,ENSG00000100060,0.002152254515224,0.0013547809384212,0.0294042760818581,45,1,1.531589508236929
NPEPPS,7969,MP100,ENSG00000141279,0.0021464082311434,1.8740520844526745e-05,0.0007169260402213,83,1,3.1445256448629104
ACTG1,14987,ACTG1,ENSG00000184009,0.0021310138362872,1.0408380857879175e-14,1.229923671372723e-12,316,1,11.91012183988599
AAMP,5880,AAMP,ENSG00000127837,0.0021271020808118,0.0025099972563151,0.0466675189176783,47,1,1.330985287801456
CYBA,693,P22-PHOX,ENSG00000051523,0.0021235851362405,1.2308238761243908e-11,1.1899829020529903e-09,259,1,8.924459278605271
SOD2_ENSG00000291237,20239,MVCD6,ENSG00000291237,0.0021229435097087,2.211139375416481e-06,0.0001040507400776,110,1,3.982754826452116
MLX,3552,BHLHD13,ENSG00000108788,0.0021214872598648,0.0020254591818897,0.0394519384604353,45,1,1.4039316529871908
H1-10,15150,H1FX,ENSG00000184897,0.0021197734262412,6.592622902800671e-17,8.447294526660858e-15,283,1,14.073282363272824
TPRKB,8396,CGI121,ENSG00000144034,0.0021126991247429,0.0027704720935459,0.0498544343737068,34,1,1.302296206692718
LY6E,10392,RIGE,ENSG00000160932,0.0021105565403292,4.2374653174382365e-08,2.682466883985454e-06,164,1,5.57146563084986
AGFG1,13299,HRB,ENSG00000173744,0.0021016694446827,0.0019147077239857,0.037779066130962,47,1,1.4227487817022404
GPR174,8805,GPR174,ENSG00000147138,0.002080439308355,9.41983589127107e-06,0.0003882943980762,86,1,3.410838874975827
FTL,1711,LFTD,ENSG00000087086,0.0020798621040124,2.495859678355141e-13,2.70851711013336e-11,325,1,10.567268416560799
ADAM8,9299,MS2,ENSG00000151651,0.0020786427821104,0.0019391621023708,0.0380719918408058,52,1,1.4193944012827755
FAAP20,10596,FAAP20,ENSG00000162585,0.0020678022078105,0.0001226196217454,0.0038467837087395,63,1,2.414902231874017
TBX21,1241,T-BET,ENSG00000073861,0.0020666166375844,0.0002389782219886,0.0069337658791659,78,1,2.159030826524865
WASHC1,14491,FAM39E,ENSG00000181404,0.002063424868898,9.8151164731312e-05,0.0031374206884261,91,1,2.5034272440015055
RASGRP2,1052,RASGRP2,ENSG00000068831,0.0020602796135879,0.0002878179894664,0.0080056192089169,82,1,2.0966050711631103
RPS4Y1,6099,RPS4Y,ENSG00000129824,0.0020589347155588,1.940883350834504e-09,1.4536122842341513e-07,265,1,6.837551415534527
LDHA,6787,PIG19,ENSG00000134333,0.0020440232132283,6.042311300933963e-14,6.836168158024754e-12,211,1,11.1651872629197
VPS36,7109,VPS36,ENSG00000136100,0.0020427742174693,0.0003023661479551,0.0082877937719152,70,1,2.0815610641665976
AQR,412,IBP160,ENSG00000021776,0.0020411331896428,0.001075376047398,0.0242301361527089,54,1,1.6156441454908868
RPL12,16621,UL11,ENSG00000197958,0.0020383988877922,4.368525746744414e-13,4.510608865691927e-11,329,1,10.345764830813271
PA2G4,12604,EBP1,ENSG00000170515,0.0020374297085454,1.2685939766533884e-05,0.0005127238945026,118,1,3.2901164426360245
RIPOR2,3949,MYONAP,ENSG00000111913,0.0020215890125224,0.0019956070430319,0.0390852318649071,95,1,1.4079873073386653
TSPO,2237,PK18,ENSG00000100300,0.0020184435627677,0.0013367437491728,0.0291915190399441,88,1,1.5347433050290968
ANK3,9236,ANK3,ENSG00000151150,0.0020079402408252,0.0007338937559788,0.01794243699962,96,1,1.7461185700094224
KIAA0232,12672,KIAA0232,ENSG00000170871,0.0020051695730375,0.000951715230937,0.021898165741958,69,1,1.6595922614844605
POLR2C,2719,HRPB33,ENSG00000102978,0.0019980191923024,0.0004249274788291,0.0110762346503621,57,1,1.955607852287426
CAPN2,10691,CANP2,ENSG00000162909,0.0019881202883663,5.8598384361074574e-05,0.0020235695283041,84,1,2.6938818689892177
RPS15A,6799,RPS15A,ENSG00000134419,0.0019656522707505,1.6754708804016748e-12,1.697012648863982e-10,330,1,9.770314920610222
LAMTOR5,6762,XIP,ENSG00000134248,0.0019464839362736,0.0006223636048294,0.0155371759092974,66,1,1.80862791722539
EIF1,13307,SUI1,ENSG00000173812,0.0019394479691982,7.412535993930843e-11,6.569360024621211e-09,330,1,8.182476936576174
RAB10,1631,RAB10,ENSG00000084733,0.001936669886848,0.0007651112785169,0.0184511529411058,81,1,1.7339764912764124
FIS1,17656,TTC11,ENSG00000214253,0.0019266287415799,0.0009349106725304,0.021575709102515,71,1,1.6660349219511699
ENO1,1272,NNE,ENSG00000074800,0.0019148687999217,1.0305821078844794e-07,6.123039506900245e-06,156,1,5.213032938412802
SLC25A39,332,SLC25A39,ENSG00000013306,0.0019083658774052,0.0021647971466467,0.041632219990214,62,1,1.3805704302423647
RPL26,10494,DBA11,ENSG00000161970,0.0019077626397696,2.7296467345740305e-08,1.770109330621635e-06,328,1,5.751999908655539
POLR2K,8883,POLR2K,ENSG00000147669,0.0019007195727993,4.376964465454677e-05,0.0015673069727309,99,1,2.8048459342866225
RNH1,424,RNH1,ENSG00000023191,0.0019002722142493,0.000601563726865,0.0151602612208754,73,1,1.8192933154712898
RPS5,1605,US7,ENSG00000083845,0.0018960257526487,8.101615401687101e-10,6.429901477383754e-08,320,1,7.191795681532447
H1-4,12111,H1F4,ENSG00000168298,0.0018903675743124,5.9101990476348366e-08,3.654358539046308e-06,220,1,5.4371888450813275
RPL4,13399,UL4,ENSG00000174444,0.0018852579001432,2.7614829521345032e-11,2.5761729119254773e-09,312,1,8.589024990623225
PERP,4023,KRTCAP1,ENSG00000112378,0.0018810960685922,0.0008957645053659,0.0210762290145285,84,1,1.6762070910251539
SIK3,10342,SEMDK,ENSG00000160584,0.0018749968384817,1.9085269586768782e-09,1.4395166103211772e-07,217,1,6.841783319511699
PDIA3,11797,ERP57,ENSG00000167004,0.001868730604959,4.98428235958022e-08,3.1181084055373905e-06,192,1,5.506108790010459
RPL36,6154,EL36,ENSG00000130255,0.0018380607092162,4.7629140601299193e-11,4.36668888185187e-09,328,1,8.359847749619362
CLIC1,17591,CL1C1,ENSG00000213719,0.0018340405498155,9.432299928115809e-09,6.43028908560972e-07,221,1,6.191769502120423
LSM7,6169,YNL147W,ENSG00000130332,0.0018330703395,5.860455239470295e-05,0.0020235695283041,138,1,2.6938818689892177
HOOK3,12083,HOOK3,ENSG00000168172,0.0018231498618279,0.001940293331238,0.0380719918408058,62,1,1.4193944012827755
COPS6,12067,CSN6,ENSG00000168090,0.0018197613266798,0.0026791899590931,0.0487897007105399,78,1,1.3116718459615127
RER1,10004,RER1,ENSG00000157916,0.0018023576232649,0.0027353933273201,0.0493903362241925,84,1,1.3063580173732874
PNPLA8,6932,PNPLA-GAMMA,ENSG00000135241,0.0018002717977478,0.0001895401169727,0.0056149279777297,105,1,2.2506558100303367
RPL24,4246,EL24,ENSG00000114391,0.0017926635987618,6.201164028090762e-11,5.636699097328654e-09,323,1,8.248975148408078
PTPRC,1525,PTPRC,ENSG00000081237,0.0017910753423193,3.127658598680307e-11,2.892404277996962e-09,301,1,8.53874100479647
AIMP1,11022,AIMP1,ENSG00000164022,0.0017873604634874,0.0017577811614433,0.0355448817354041,76,1,1.4492229264138516
GPHN,12874,GEPH,ENSG00000171723,0.0017758720751964,0.000264059106318,0.0074687994566302,66,1,2.126749201566516
ZC3H14,2358,NY-REN-37,ENSG00000100722,0.0017753064315369,0.0027226565455131,0.0493278575153869,47,1,1.3069077470850214
UBE2D2,6377,E2(17)KB2,ENSG00000131508,0.0017690878500912,3.313272824708219e-06,0.0001505840020973,187,1,3.8222211647217423
LAMTOR1,9073,RAGULATOR1,ENSG00000149357,0.0017592368217614,0.0013647313421869,0.0294631759979153,78,1,1.5307204399772874
RPL6,1796,SHUJUN-2,ENSG00000089009,0.001717521828978,6.3265550352200044e-09,4.485527519970983e-07,327,1,6.348186474461499
RAB6A,13605,RAB6,ENSG00000175582,0.0017111503280872,0.0010097901259756,0.0228979061615153,86,1,1.6402042287550833
PPWD1,4166,PPWD1,ENSG00000113593,0.0017049541430813,0.001847803600076,0.0370780967675646,70,1,1.4308825664519744
SRSF9,3920,SRSF9,ENSG00000111786,0.0017031072678729,0.0007742529929535,0.0185037765844059,117,1,1.7327396239007231
NRBP1,4344,NRBP1,ENSG00000115216,0.0017029317666073,0.0009533475071487,0.021898165741958,98,1,1.6595922614844605
SPON2,10219,MINDIN,ENSG00000159674,0.0016944808169053,0.0001730556839105,0.0051990033852787,104,1,2.28407989977985
TAGAP,11229,TAGAP,ENSG00000164691,0.0016877901429931,2.6111109762421065e-06,0.0001210160005735,240,1,3.917157204052418
RAP1B,5827,RAL1B,ENSG00000127314,0.0016832014993776,5.7053533314012745e-08,3.5483293964592133e-06,237,1,5.449976070795106
RASA1,8614,CMAVM,ENSG00000145715,0.0016788565553724,0.0008295620910483,0.019648981822493,96,1,1.7066599491221135
EMP3,8102,YMP,ENSG00000142227,0.0016783844506324,0.0001551122378533,0.0047357277358925,172,1,2.324613273810141
PDE4D,4148,PDE43,ENSG00000113448,0.0016698112303856,1.3471540070439161e-08,9.010681047114496e-07,256,1,6.045242382847153
CD99,26,MIC2X,ENSG00000002586,0.0016564229061167,4.111659580803437e-07,2.2539948268992035e-05,257,1,4.647047085029801
CALM1,16805,DD132,ENSG00000198668,0.0016360505703528,1.990935658177866e-09,1.4806713793511616e-07,314,1,6.829541318231466
HSPA5,606,GRP78,ENSG00000044574,0.0016342927701771,5.484635566011328e-10,4.4188711548886723e-08,272,1,7.354688661378791
LIMD2,7180,LIMD2,ENSG00000136490,0.0016303125579478,0.0015087968667558,0.0315246653790731,118,1,1.5013495145817914
HINT1,12391,PKCI-1,ENSG00000169567,0.0016235669876666,1.3423496124158051e-06,6.51867037810141e-05,235,1,4.185840978860248
ZRANB2,6506,ZIS,ENSG00000132485,0.0016030931404528,0.0025922975308266,0.0477031863787351,131,1,1.3214526108868487
OST4,17999,OST4,ENSG00000228474,0.0015981609516955,3.947634875836699e-06,0.0001742037215955,235,1,3.7589425711933107
ADD1,1730,ADD1,ENSG00000087274,0.0015978266506694,0.0013685762992919,0.0294631759979153,86,1,1.5307204399772874
RAN,6475,ARA24,ENSG00000132341,0.0015827024598484,9.823799616792745e-05,0.0031374206884261,184,1,2.5034272440015055
SENP6,4062,SSP1,ENSG00000112701,0.0015692293505977,0.0014591328951927,0.030675932508432,108,1,1.513202226413157
LAPTM5,10581,CLAST6,ENSG00000162511,0.0015631071561551,9.63906899657992e-07,4.835448055595635e-05,259,1,4.315563277722207
RPL9,10916,UL6,ENSG00000163682,0.0015554334455673,4.745779162595725e-07,2.549058656273007e-05,327,1,4.593620170885145
XBP1,2205,TREB-5,ENSG00000100219,0.0015519978841403,1.7867835029301876e-05,0.0006860087564499,154,1,3.1636703407748783
PTPN1,16206,PTPN1,ENSG00000196396,0.0015508036347145,0.0003214060901492,0.0087197800222885,141,1,2.059494471066434
PLCB1,14701,PLC-BETA-1,ENSG00000182621,0.0015427717968584,0.0002168872267171,0.0063542580058881,126,1,2.196935155222022
UBE3A,4215,HPVE6A,ENSG00000114062,0.00154215213461,0.0025602127471311,0.0473615732412155,122,1,1.3245738797937836
TNFAIP8,8626,MDC-3.13,ENSG00000145779,0.0015382871421334,6.670175920774211e-05,0.0022591503476889,153,1,2.6460548655830043
RPL22,4518,EL22,ENSG00000116251,0.0015336958841877,5.548421193901379e-07,2.935694497370208e-05,322,1,4.532289141197946
FAM107B,945,FAM107B,ENSG00000065809,0.0015310053899884,7.537264541826076e-05,0.0025138416707627,200,1,2.5996620789489633
CCL4,19452,LAG-1,ENSG00000275302,0.0015283656322349,6.562000480495621e-05,0.0022367588176304,118,1,2.650380841928921
BTF3,8622,BTF3A,ENSG00000145741,0.001526825957828,4.62213759562189e-06,0.0002006385033854,297,1,3.6975857203524
IFITM2,15228,1-8D,ENSG00000185201,0.0015245347682918,0.0004193033560055,0.010956489413068,140,1,1.9603285765780278
DLG1,1317,DLGH1,ENSG00000075711,0.0015163587199317,0.0027040742793469,0.0491306707034409,81,1,1.308647307088155
RASGEF1B,7599,GPIG4,ENSG00000138670,0.0015122018291451,3.468931032657913e-06,0.0001563223793742,177,1,3.805978843202956
RACK1,17207,HLC-7,ENSG00000204628,0.0014965983537527,1.0369309692131683e-06,5.1773525152967343e-05,325,1,4.285892263792325
PPIB,11730,OI9,ENSG00000166794,0.0014946748765461,1.4939070041552636e-05,0.000586816697013,209,1,3.231497537437063
PFN1,3512,ALS18,ENSG00000108518,0.0014884759204837,2.173342571125253e-09,1.605104044716463e-07,313,1,6.794496810871761
PET100,18029,PET100,ENSG00000229833,0.0014855178599139,0.0016275589046369,0.0334210848392332,131,1,1.4759794571342457
GTF3A,5177,TFIIIA,ENSG00000122034,0.001484817347011,0.0013212985864099,0.0289732174566397,148,1,1.5380032740031564
SEC62,232,HTP1,ENSG00000008952,0.0014813780784606,0.0009314105330246,0.021575709102515,140,1,1.6660349219511699
PRR13,17335,PRR13,ENSG00000205352,0.0014806127861926,0.0002353382972937,0.0068570487444354,190,1,2.16386276327138
RPL35A,14751,EL33,ENSG00000182899,0.0014799504154702,3.738538123253588e-06,0.0001659629517074,328,1,3.7799888496996785
ARAP2,619,ARAP2,ENSG00000047365,0.0014786331330315,0.0014068905358387,0.0299245616972911,118,1,1.523972201952192
FABP5,11227,EFABP,ENSG00000164687,0.0014735203550522,0.0006615569859712,0.0164001364704065,83,1,1.7851525380438942
DOCK10,7065,DRIP2,ENSG00000135905,0.0014660320544646,2.498287501774469e-05,0.0009355382951187,177,1,3.0289384304853626
NDUFA6,15171,LYRM6,ENSG00000184983,0.0014340640083561,0.0020866270786335,0.0404950346373502,123,1,1.3925982252248639
GAPDH,3880,GAPDH,ENSG00000111640,0.0014215364615381,0.0003548821675867,0.0094590773240225,307,1,2.024151224341183
RPL36AL,11421,RPL36AP42,ENSG00000165502,0.0014036377717879,0.0002940749020184,0.0080981631285323,289,1,2.091613479097877
SQSTM1,10408,PDB3,ENSG00000161011,0.0013946738406902,1.999885955043629e-07,1.1373682958229408e-05,262,1,4.944098881887485
PAIP2,5042,PAIP2A,ENSG00000120727,0.0013939790742498,0.0009083571206134,0.0212783655896996,142,1,1.672061733643658
RHOC,9718,ARH9,ENSG00000155366,0.0013873073108056,0.0002674599885448,0.0075449256715496,102,1,2.122345034297253
